"Subject","Sex","Stim","Condition","acc","rt"
403,"Male","L1.M3.R4","Ascending",1,1413
403,"Male","L2.M2.R2","Repetition",1,860
403,"Male","L1.M1.R1","Repetition",1,892
403,"Male","L2.M1.R3","Non Order",0,1567
403,"Male","L4.M2.R1","Descending",1,1082
403,"Male","L2.M3.R4","Ascending",1,1564
403,"Male","L3.M3.R3","Repetition",1,1694
403,"Male","L2.M2.R2","Repetition",1,887
403,"Male","L3.M2.R1","Descending",1,1307
403,"Male","L3.M3.R3","Repetition",1,1201
403,"Male","L3.M1.R1","partial rep",1,1198
403,"Male","L4.M4.R4","Repetition",1,1154
403,"Male","L4.M3.R2","Descending",1,1243
403,"Male","L4.M3.R2","Descending",1,1411
403,"Male","L4.M3.R2","Descending",1,1319
403,"Male","L3.M4.R1","Non Order",1,1410
403,"Male","L4.M3.R1","Descending",1,1611
403,"Male","L2.M2.R2","Repetition",1,1085
403,"Male","L3.M3.R3","Repetition",1,1466
403,"Male","L2.M3.R4","Ascending",1,1798
403,"Male","L4.M2.R1","Descending",1,1226
403,"Male","L3.M4.R2","Non Order",1,1530
403,"Male","L1.M1.R1","Repetition",1,1019
403,"Male","L1.M3.R2","Non Order",1,1282
403,"Male","L1.M1.R2","partial rep",1,1372
403,"Male","L4.M4.R4","Repetition",1,1689
403,"Male","L4.M2.R1","Descending",1,1004
403,"Male","L1.M2.R3","Ascending",1,1027
403,"Male","L1.M4.R3","Non Order",1,1518
403,"Male","L1.M2.R4","Ascending",1,1382
403,"Male","L4.M2.R3","Non Order",1,1573
403,"Male","L3.M3.R3","Repetition",1,1056
403,"Male","L2.M3.R4","Ascending",1,1553
403,"Male","L1.M3.R4","Ascending",1,1721
403,"Male","L1.M2.R4","Ascending",1,999
403,"Male","L4.M3.R1","Descending",1,1398
403,"Male","L1.M1.R1","Repetition",1,713
403,"Male","L3.M2.R4","Non Order",1,1732
403,"Male","L2.M2.R3","partial rep",1,1645
403,"Male","L2.M2.R2","Repetition",1,786
403,"Male","L3.M3.R3","Repetition",1,988
403,"Male","L4.M3.R2","Descending",1,1391
403,"Male","L3.M3.R3","Repetition",1,912
403,"Male","L4.M3.R1","Descending",1,1579
403,"Male","L3.M3.R3","Repetition",1,1582
403,"Male","L4.M4.R4","Repetition",1,1257
403,"Male","L1.M3.R4","Ascending",1,861
403,"Male","L2.M2.R2","Repetition",1,734
403,"Male","L3.M3.R3","Repetition",1,1131
403,"Male","L4.M3.R2","Descending",1,1439
404,"Male","L3.M2.R1","Descending",1,1143
404,"Male","L1.M1.R1","Repetition",1,843
404,"Male","L4.M4.R4","Repetition",1,1399
404,"Male","L4.M2.R3","Non Order",1,1538
404,"Male","L3.M3.R4","partial rep",1,1770
404,"Male","L3.M2.R1","Descending",1,1349
404,"Male","L4.M4.R4","Repetition",1,1037
404,"Male","L4.M2.R1","Descending",1,1320
404,"Male","L4.M4.R4","Repetition",1,1189
404,"Male","L4.M4.R4","Repetition",1,1343
404,"Male","L3.M3.R3","Repetition",1,1289
404,"Male","L1.M1.R1","Repetition",1,721
404,"Male","L3.M3.R3","Repetition",1,1146
404,"Male","L4.M4.R4","Repetition",1,1116
404,"Male","L2.M2.R2","Repetition",1,814
404,"Male","L4.M3.R2","Descending",1,1330
404,"Male","L1.M1.R1","Repetition",1,841
404,"Male","L1.M2.R3","Ascending",1,1162
404,"Male","L2.M3.R1","Non Order",1,1132
404,"Male","L1.M3.R2","Non Order",1,983
404,"Male","L3.M4.R1","Non Order",1,1259
404,"Male","L2.M3.R4","Ascending",1,1734
404,"Male","L1.M1.R1","Repetition",1,645
404,"Male","L4.M3.R1","Descending",1,996
404,"Male","L4.M3.R1","Descending",1,904
404,"Male","L2.M2.R2","Repetition",1,712
404,"Male","L1.M1.R1","Repetition",1,639
404,"Male","L1.M4.R3","Non Order",1,1398
404,"Male","L4.M4.R1","partial rep",1,1133
404,"Male","L4.M2.R1","Descending",1,915
404,"Male","L1.M3.R3","partial rep",0,1945
404,"Male","L3.M1.R4","Non Order",1,1538
404,"Male","L4.M4.R4","Repetition",1,1767
404,"Male","L4.M2.R1","Descending",1,802
404,"Male","L1.M4.R3","Non Order",1,1017
404,"Male","L4.M4.R4","Repetition",1,930
404,"Male","L3.M1.R4","Non Order",1,888
404,"Male","L2.M1.R3","Non Order",1,1142
404,"Male","L1.M2.R3","Ascending",1,909
404,"Male","L4.M4.R4","Repetition",1,991
404,"Male","L3.M2.R3","partial rep",1,1453
404,"Male","L1.M3.R4","Ascending",1,1083
404,"Male","L1.M2.R4","Ascending",1,1108
404,"Male","L3.M1.R2","Non Order",1,1167
404,"Male","L1.M3.R4","Ascending",1,959
404,"Male","L4.M3.R1","Descending",1,1029
404,"Male","L2.M3.R1","Non Order",1,987
404,"Male","L1.M2.R3","Ascending",1,1047
404,"Male","L2.M1.R3","Non Order",1,1081
404,"Male","L3.M3.R3","Repetition",1,1104
404,"Male","L3.M3.R3","Repetition",1,770
404,"Male","L4.M1.R2","Non Order",1,1052
404,"Male","L1.M2.R4","Ascending",1,1026
404,"Male","L1.M3.R4","Ascending",1,1023
404,"Male","L3.M4.R2","Non Order",1,1311
404,"Male","L3.M2.R1","Descending",1,908
404,"Male","L2.M2.R2","Repetition",1,1004
404,"Male","L3.M4.R1","Non Order",1,789
404,"Male","L1.M4.R2","Non Order",1,702
404,"Male","L4.M2.R1","Descending",1,724
404,"Male","L3.M4.R2","Non Order",1,881
404,"Male","L4.M4.R4","Repetition",1,831
404,"Male","L3.M2.R1","Descending",1,1113
404,"Male","L1.M2.R3","Ascending",1,1195
404,"Male","L1.M1.R1","Repetition",1,606
404,"Male","L1.M2.R4","Ascending",1,751
404,"Male","L3.M3.R3","Repetition",1,803
404,"Male","L4.M3.R4","partial rep",1,1474
404,"Male","L4.M1.R3","Non Order",1,1431
404,"Male","L4.M4.R4","Repetition",1,979
404,"Male","L1.M3.R4","Ascending",1,1289
404,"Male","L1.M3.R2","Non Order",1,999
404,"Male","L2.M2.R2","Repetition",1,716
404,"Male","L4.M3.R2","Descending",1,1191
404,"Male","L4.M3.R1","Descending",1,1022
404,"Male","L1.M2.R4","Ascending",1,877
404,"Male","L2.M2.R3","partial rep",1,748
404,"Male","L2.M3.R4","Ascending",1,1113
404,"Male","L2.M1.R2","partial rep",1,1027
404,"Male","L1.M3.R4","Ascending",1,1103
404,"Male","L4.M3.R2","Descending",1,1108
404,"Male","L2.M2.R2","Repetition",1,571
404,"Male","L1.M2.R4","Ascending",1,878
404,"Male","L2.M3.R4","Ascending",1,1078
404,"Male","L1.M3.R4","Ascending",1,911
404,"Male","L4.M2.R3","Non Order",1,1672
404,"Male","L3.M2.R1","Descending",1,977
404,"Male","L3.M2.R4","Non Order",1,1314
404,"Male","L4.M3.R2","Descending",1,1092
404,"Male","L4.M2.R1","Descending",1,976
404,"Male","L2.M2.R2","Repetition",1,630
404,"Male","L1.M1.R1","Repetition",1,572
404,"Male","L2.M4.R3","Non Order",0,1168
404,"Male","L1.M2.R4","Ascending",1,1085
404,"Male","L3.M3.R3","Repetition",1,1498
404,"Male","L1.M1.R1","Repetition",1,643
404,"Male","L1.M2.R4","Ascending",1,923
404,"Male","L4.M4.R4","Repetition",1,1010
404,"Male","L2.M1.R4","Non Order",1,1098
404,"Male","L1.M3.R4","Ascending",1,1069
404,"Male","L2.M4.R1","Non Order",1,881
404,"Male","L1.M2.R3","Ascending",1,853
404,"Male","L4.M2.R1","Descending",1,1064
404,"Male","L4.M4.R4","Repetition",1,1113
404,"Male","L2.M3.R4","Ascending",1,1331
404,"Male","L1.M2.R3","Ascending",1,1090
404,"Male","L4.M2.R1","Descending",1,790
404,"Male","L2.M4.R4","partial rep",1,1032
404,"Male","L4.M3.R2","Descending",1,1430
404,"Male","L3.M3.R3","Repetition",1,1097
404,"Male","L3.M2.R1","Descending",1,992
404,"Male","L1.M1.R1","Repetition",1,624
404,"Male","L2.M1.R4","Non Order",1,944
404,"Male","L2.M2.R2","Repetition",1,756
404,"Male","L2.M3.R4","Ascending",1,951
404,"Male","L2.M2.R2","Repetition",1,614
404,"Male","L4.M2.R1","Descending",0,891
404,"Male","L1.M4.R2","Non Order",1,1439
404,"Male","L4.M3.R2","Descending",1,1368
404,"Male","L2.M3.R4","Ascending",1,1112
404,"Male","L2.M2.R2","Repetition",1,790
404,"Male","L2.M3.R4","Ascending",1,1283
404,"Male","L4.M2.R2","partial rep",1,1115
404,"Male","L1.M4.R1","partial rep",0,794
404,"Male","L2.M2.R2","Repetition",1,857
404,"Male","L3.M2.R4","Non Order",1,1925
404,"Male","L2.M4.R1","Non Order",1,1399
404,"Male","L4.M3.R1","Descending",1,1118
404,"Male","L1.M3.R4","Ascending",1,1129
404,"Male","L4.M3.R2","Descending",1,1210
404,"Male","L1.M1.R1","Repetition",1,775
404,"Male","L1.M1.R2","partial rep",1,1045
404,"Male","L3.M1.R1","partial rep",0,913
404,"Male","L2.M4.R3","Non Order",1,1761
404,"Male","L3.M3.R3","Repetition",1,1143
404,"Male","L3.M1.R2","Non Order",1,1469
404,"Male","L2.M2.R2","Repetition",1,832
404,"Male","L3.M3.R3","Repetition",1,885
404,"Male","L3.M2.R1","Descending",1,938
404,"Male","L1.M1.R1","Repetition",1,685
404,"Male","L1.M1.R1","Repetition",1,682
404,"Male","L4.M1.R3","Non Order",1,1325
404,"Male","L4.M3.R1","Descending",1,1204
404,"Male","L3.M3.R3","Repetition",1,1106
404,"Male","L4.M3.R1","Descending",1,1084
404,"Male","L4.M3.R1","Descending",1,1292
404,"Male","L2.M3.R4","Ascending",1,1460
404,"Male","L4.M1.R2","Non Order",1,1137
404,"Male","L2.M2.R2","Repetition",1,736
404,"Male","L3.M2.R1","Descending",1,1024
404,"Male","L3.M3.R3","Repetition",1,941
404,"Male","L1.M2.R3","Ascending",1,1011
404,"Male","L3.M3.R3","Repetition",1,1103
404,"Male","L1.M2.R4","Ascending",1,1287
404,"Male","L1.M2.R3","Ascending",1,1225
404,"Male","L4.M3.R2","Descending",1,1366
404,"Male","L1.M2.R4","Ascending",1,1094
404,"Male","L3.M2.R3","partial rep",1,1290
404,"Male","L1.M1.R2","partial rep",1,1419
404,"Male","L1.M1.R1","Repetition",1,631
404,"Male","L1.M1.R1","Repetition",1,590
404,"Male","L1.M2.R4","Ascending",1,1156
404,"Male","L4.M4.R1","partial rep",1,1243
404,"Male","L3.M2.R1","Descending",1,1546
404,"Male","L1.M3.R4","Ascending",1,1045
404,"Male","L1.M2.R3","Ascending",1,815
404,"Male","L1.M3.R4","Ascending",1,804
404,"Male","L1.M3.R2","Non Order",1,1039
404,"Male","L4.M2.R1","Descending",1,822
404,"Male","L4.M3.R1","Descending",1,1129
404,"Male","L4.M3.R1","Descending",1,949
404,"Male","L2.M2.R2","Repetition",1,924
404,"Male","L2.M3.R4","Ascending",1,1266
404,"Male","L1.M4.R3","Non Order",1,1291
404,"Male","L4.M2.R1","Descending",1,960
404,"Male","L3.M4.R2","Non Order",1,977
404,"Male","L3.M1.R4","Non Order",1,1357
404,"Male","L1.M2.R4","Ascending",1,1007
404,"Male","L2.M2.R2","Repetition",1,701
404,"Male","L4.M4.R4","Repetition",1,1363
404,"Male","L4.M3.R2","Descending",1,1565
404,"Male","L4.M4.R4","Repetition",1,1149
404,"Male","L1.M2.R3","Ascending",1,866
404,"Male","L3.M3.R3","Repetition",1,855
404,"Male","L1.M1.R1","Repetition",1,715
404,"Male","L2.M3.R4","Ascending",1,1852
404,"Male","L3.M4.R2","Non Order",1,1170
404,"Male","L3.M3.R3","Repetition",1,981
404,"Male","L1.M3.R4","Ascending",1,1239
404,"Male","L1.M4.R2","Non Order",1,965
404,"Male","L2.M3.R4","Ascending",1,1260
404,"Male","L2.M2.R3","partial rep",1,997
404,"Male","L1.M1.R1","Repetition",1,569
404,"Male","L2.M2.R2","Repetition",1,625
404,"Male","L4.M1.R2","Non Order",1,1307
404,"Male","L1.M4.R1","partial rep",1,1057
404,"Male","L3.M3.R3","Repetition",1,858
404,"Male","L3.M4.R1","Non Order",1,915
404,"Male","L2.M2.R2","Repetition",1,847
404,"Male","L3.M2.R1","Descending",1,1079
404,"Male","L3.M2.R1","Descending",1,1291
404,"Male","L4.M3.R1","Descending",1,1113
404,"Male","L4.M4.R4","Repetition",1,1011
404,"Male","L4.M3.R2","Descending",1,1814
404,"Male","L3.M3.R3","Repetition",1,940
404,"Male","L1.M2.R4","Ascending",1,1534
404,"Male","L1.M2.R4","Ascending",1,907
404,"Male","L4.M3.R2","Descending",1,1435
404,"Male","L2.M3.R4","Ascending",1,1814
404,"Male","L1.M2.R4","Ascending",1,1352
404,"Male","L1.M1.R1","Repetition",1,657
404,"Male","L2.M1.R3","Non Order",1,923
404,"Male","L2.M3.R4","Ascending",1,1296
404,"Male","L1.M1.R1","Repetition",1,696
404,"Male","L2.M4.R4","partial rep",1,2076
404,"Male","L4.M2.R1","Descending",1,1070
404,"Male","L1.M1.R1","Repetition",1,560
404,"Male","L1.M3.R2","Non Order",1,845
404,"Male","L4.M3.R1","Descending",1,1250
404,"Male","L4.M3.R2","Descending",1,1249
404,"Male","L2.M4.R3","Non Order",1,1186
404,"Male","L4.M3.R2","Descending",1,1230
404,"Male","L4.M1.R3","Non Order",1,1097
404,"Male","L3.M1.R4","Non Order",1,1311
404,"Male","L4.M2.R1","Descending",1,1052
404,"Male","L2.M1.R4","Non Order",1,997
404,"Male","L3.M1.R2","Non Order",1,1067
404,"Male","L1.M2.R3","Ascending",1,1010
404,"Male","L1.M3.R4","Ascending",1,1616
404,"Male","L4.M3.R2","Descending",1,1297
404,"Male","L4.M4.R4","Repetition",1,1077
404,"Male","L1.M3.R4","Ascending",1,1168
404,"Male","L4.M4.R4","Repetition",1,1003
404,"Male","L1.M1.R1","Repetition",1,594
404,"Male","L1.M4.R3","Non Order",1,979
404,"Male","L2.M2.R2","Repetition",1,657
404,"Male","L2.M3.R4","Ascending",1,1195
404,"Male","L2.M3.R1","Non Order",1,905
404,"Male","L3.M4.R1","Non Order",1,868
404,"Male","L4.M4.R4","Repetition",1,969
404,"Male","L2.M2.R2","Repetition",1,617
404,"Male","L4.M2.R1","Descending",1,735
404,"Male","L3.M3.R3","Repetition",1,855
404,"Male","L1.M2.R4","Ascending",1,777
404,"Male","L2.M4.R1","Non Order",1,731
404,"Male","L3.M2.R1","Descending",1,776
404,"Male","L1.M1.R1","Repetition",1,615
404,"Male","L1.M3.R4","Ascending",1,861
404,"Male","L3.M3.R4","partial rep",1,863
404,"Male","L4.M2.R3","Non Order",1,1553
404,"Male","L3.M1.R2","Non Order",1,1080
404,"Male","L2.M2.R2","Repetition",1,859
404,"Male","L1.M3.R3","partial rep",1,1120
404,"Male","L4.M3.R4","partial rep",1,1624
404,"Male","L1.M2.R4","Ascending",1,1715
404,"Male","L4.M2.R1","Descending",1,963
404,"Male","L2.M3.R4","Ascending",1,1410
404,"Male","L4.M2.R2","partial rep",1,981
404,"Male","L1.M2.R3","Ascending",1,1220
404,"Male","L3.M3.R3","Repetition",1,1223
404,"Male","L4.M3.R2","Descending",1,1281
404,"Male","L4.M4.R4","Repetition",1,1059
404,"Male","L4.M3.R2","Descending",1,1115
404,"Male","L4.M4.R4","Repetition",0,1175
404,"Male","L4.M3.R1","Descending",1,821
404,"Male","L4.M2.R3","Non Order",1,1245
404,"Male","L4.M2.R1","Descending",1,833
404,"Male","L1.M2.R3","Ascending",1,851
404,"Male","L3.M3.R3","Repetition",1,1257
404,"Male","L3.M2.R4","Non Order",1,1202
404,"Male","L2.M1.R3","Non Order",1,1200
404,"Male","L1.M3.R4","Ascending",1,935
404,"Male","L2.M4.R3","Non Order",1,1540
404,"Male","L3.M2.R1","Descending",1,1226
404,"Male","L4.M1.R3","Non Order",1,1171
404,"Male","L3.M2.R1","Descending",1,809
404,"Male","L4.M4.R4","Repetition",1,1223
404,"Male","L2.M2.R2","Repetition",1,879
404,"Male","L3.M3.R3","Repetition",1,975
404,"Male","L4.M3.R1","Descending",1,1532
404,"Male","L2.M2.R2","Repetition",1,813
404,"Male","L4.M4.R4","Repetition",1,987
404,"Male","L3.M3.R3","Repetition",1,1072
404,"Male","L1.M1.R1","Repetition",1,598
404,"Male","L2.M3.R1","Non Order",1,821
404,"Male","L4.M1.R2","Non Order",1,1266
404,"Male","L1.M2.R3","Ascending",1,936
404,"Male","L4.M4.R4","Repetition",1,1485
404,"Male","L4.M3.R1","Descending",1,1494
404,"Male","L2.M3.R4","Ascending",1,1472
404,"Male","L1.M3.R4","Ascending",1,1010
404,"Male","L2.M2.R2","Repetition",1,717
404,"Male","L4.M4.R4","Repetition",1,1110
404,"Male","L2.M4.R1","Non Order",1,1507
404,"Male","L2.M1.R4","Non Order",1,1641
404,"Male","L2.M2.R2","Repetition",1,680
404,"Male","L3.M3.R3","Repetition",1,947
404,"Male","L1.M4.R2","Non Order",1,1059
404,"Male","L1.M1.R1","Repetition",1,640
404,"Male","L3.M2.R4","Non Order",1,1460
404,"Male","L4.M2.R1","Descending",1,904
404,"Male","L1.M1.R1","Repetition",1,630
404,"Male","L1.M2.R3","Ascending",1,974
404,"Male","L2.M2.R2","Repetition",1,715
404,"Male","L3.M3.R3","Repetition",1,1033
404,"Male","L3.M2.R1","Descending",1,831
404,"Male","L3.M2.R1","Descending",1,867
404,"Male","L4.M3.R1","Descending",1,993
404,"Male","L3.M1.R1","partial rep",0,1069
404,"Male","L1.M2.R3","Ascending",1,864
404,"Male","L3.M3.R3","Repetition",1,1520
404,"Male","L2.M1.R2","partial rep",1,845
405,"Female","L2.M2.R2","Repetition",1,1018
405,"Female","L2.M3.R4","Ascending",1,1184
405,"Female","L1.M2.R3","Ascending",1,1231
405,"Female","L1.M3.R4","Ascending",1,891
405,"Female","L2.M3.R1","Non Order",1,883
405,"Female","L4.M4.R4","Repetition",1,1249
405,"Female","L1.M4.R1","partial rep",0,666
405,"Female","L4.M4.R4","Repetition",1,1308
405,"Female","L4.M4.R4","Repetition",1,1600
405,"Female","L4.M3.R1","Descending",1,1441
405,"Female","L1.M1.R1","Repetition",1,873
405,"Female","L2.M2.R2","Repetition",1,1105
405,"Female","L2.M3.R4","Ascending",1,1287
405,"Female","L4.M3.R2","Descending",1,1531
405,"Female","L1.M2.R4","Ascending",1,950
405,"Female","L1.M3.R4","Ascending",1,932
405,"Female","L1.M3.R3","partial rep",0,868
405,"Female","L4.M3.R1","Descending",1,1488
405,"Female","L2.M4.R4","partial rep",1,1332
405,"Female","L4.M2.R3","Non Order",1,1575
405,"Female","L4.M3.R1","Descending",1,1195
405,"Female","L1.M3.R4","Ascending",1,1156
405,"Female","L3.M3.R4","partial rep",0,1242
405,"Female","L1.M1.R1","Repetition",1,706
405,"Female","L3.M3.R3","Repetition",0,709
405,"Female","L4.M3.R1","Descending",1,1033
405,"Female","L4.M3.R1","Descending",1,978
405,"Female","L2.M3.R4","Ascending",1,1392
405,"Female","L2.M1.R4","Non Order",1,913
405,"Female","L4.M4.R4","Repetition",0,1958
405,"Female","L2.M1.R4","Non Order",1,1276
405,"Female","L4.M4.R4","Repetition",1,1099
405,"Female","L1.M4.R3","Non Order",1,1059
405,"Female","L4.M2.R1","Descending",1,946
405,"Female","L2.M3.R1","Non Order",1,910
405,"Female","L2.M2.R2","Repetition",1,722
405,"Female","L3.M2.R3","partial rep",0,1325
405,"Female","L4.M2.R1","Descending",1,1130
405,"Female","L4.M1.R2","Non Order",1,1032
405,"Female","L3.M4.R1","Non Order",1,940
405,"Female","L2.M2.R2","Repetition",1,890
405,"Female","L3.M1.R4","Non Order",1,692
405,"Female","L1.M3.R4","Ascending",1,860
405,"Female","L1.M4.R3","Non Order",1,989
405,"Female","L4.M3.R2","Descending",1,1247
405,"Female","L4.M4.R4","Repetition",0,1237
405,"Female","L1.M1.R1","Repetition",1,806
405,"Female","L1.M2.R4","Ascending",1,896
405,"Female","L1.M2.R3","Ascending",1,1012
405,"Female","L4.M3.R1","Descending",1,1219
405,"Female","L3.M1.R2","Non Order",1,955
405,"Female","L4.M3.R4","partial rep",1,1499
405,"Female","L2.M4.R3","Non Order",1,1196
405,"Female","L3.M3.R3","Repetition",1,1035
405,"Female","L4.M3.R1","Descending",1,1010
405,"Female","L3.M4.R1","Non Order",1,1304
405,"Female","L2.M2.R2","Repetition",1,951
405,"Female","L4.M3.R1","Descending",1,1367
405,"Female","L1.M1.R1","Repetition",1,784
405,"Female","L2.M2.R3","partial rep",1,1131
405,"Female","L2.M3.R4","Ascending",1,1322
405,"Female","L3.M2.R1","Descending",1,984
405,"Female","L2.M1.R3","Non Order",1,707
405,"Female","L1.M3.R4","Ascending",0,989
405,"Female","L3.M2.R1","Descending",1,1509
405,"Female","L2.M3.R4","Ascending",1,828
405,"Female","L4.M1.R3","Non Order",1,1220
405,"Female","L1.M1.R1","Repetition",1,628
405,"Female","L4.M2.R2","partial rep",1,1087
405,"Female","L2.M1.R2","partial rep",1,818
405,"Female","L2.M2.R2","Repetition",1,770
405,"Female","L1.M2.R3","Ascending",1,1401
405,"Female","L3.M3.R3","Repetition",1,1398
405,"Female","L3.M1.R2","Non Order",1,1298
405,"Female","L1.M3.R2","Non Order",1,1237
405,"Female","L1.M2.R3","Ascending",1,920
405,"Female","L2.M2.R2","Repetition",1,667
405,"Female","L1.M2.R4","Ascending",1,938
405,"Female","L1.M1.R1","Repetition",1,1296
405,"Female","L3.M1.R4","Non Order",0,0
405,"Female","L3.M2.R1","Descending",1,896
405,"Female","L4.M2.R1","Descending",1,1026
405,"Female","L2.M2.R2","Repetition",1,801
405,"Female","L1.M1.R1","Repetition",1,671
405,"Female","L4.M2.R1","Descending",1,1050
405,"Female","L2.M2.R2","Repetition",1,828
405,"Female","L1.M2.R3","Ascending",1,1103
405,"Female","L3.M1.R1","partial rep",1,896
405,"Female","L3.M2.R1","Descending",1,1092
405,"Female","L3.M2.R4","Non Order",1,805
405,"Female","L1.M2.R4","Ascending",1,818
405,"Female","L1.M2.R3","Ascending",1,988
405,"Female","L4.M1.R3","Non Order",1,1106
405,"Female","L4.M3.R2","Descending",1,902
405,"Female","L2.M3.R4","Ascending",1,1084
405,"Female","L1.M2.R4","Ascending",1,578
405,"Female","L4.M4.R1","partial rep",0,625
405,"Female","L3.M2.R1","Descending",1,815
405,"Female","L1.M2.R4","Ascending",1,695
405,"Female","L3.M3.R3","Repetition",0,694
405,"Female","L2.M4.R1","Non Order",1,646
405,"Female","L4.M4.R4","Repetition",0,1078
405,"Female","L1.M1.R1","Repetition",1,703
405,"Female","L4.M2.R1","Descending",1,845
405,"Female","L1.M3.R2","Non Order",1,1123
405,"Female","L4.M2.R3","Non Order",1,1047
405,"Female","L1.M2.R4","Ascending",1,827
405,"Female","L4.M3.R2","Descending",1,1070
405,"Female","L4.M3.R2","Descending",1,959
405,"Female","L1.M1.R1","Repetition",1,687
405,"Female","L1.M1.R1","Repetition",1,728
405,"Female","L2.M2.R2","Repetition",1,913
405,"Female","L2.M3.R4","Ascending",1,984
405,"Female","L4.M2.R1","Descending",1,911
405,"Female","L1.M3.R4","Ascending",1,754
405,"Female","L4.M2.R1","Descending",1,952
405,"Female","L4.M2.R1","Descending",1,724
405,"Female","L4.M4.R4","Repetition",1,1509
405,"Female","L4.M3.R2","Descending",1,987
405,"Female","L2.M4.R3","Non Order",1,1472
405,"Female","L4.M3.R2","Descending",1,1226
405,"Female","L3.M2.R1","Descending",1,742
405,"Female","L3.M2.R1","Descending",1,745
405,"Female","L1.M3.R4","Ascending",1,538
405,"Female","L3.M4.R2","Non Order",1,772
405,"Female","L1.M4.R2","Non Order",1,640
405,"Female","L3.M3.R3","Repetition",0,737
405,"Female","L3.M3.R3","Repetition",1,1280
405,"Female","L1.M1.R1","Repetition",1,665
405,"Female","L1.M3.R4","Ascending",1,992
405,"Female","L4.M4.R4","Repetition",1,1167
405,"Female","L2.M4.R1","Non Order",1,1018
405,"Female","L3.M2.R4","Non Order",1,1578
405,"Female","L3.M3.R3","Repetition",1,1121
